Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable),Room Gender,Room Profile
WAYLAND HOUSE,WAYLAND FL 4 N,WAYLAND 404,WAYLAND 404,WAYLAND 404-1,Single,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 N,WAYLAND 405,WAYLAND 405,WAYLAND 405-1,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 N,WAYLAND 405,WAYLAND 405,WAYLAND 405-2,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 N,WAYLAND 407,WAYLAND 407,WAYLAND 407-1,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 N,WAYLAND 407,WAYLAND 407,WAYLAND 407-2,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 S,WAYLAND 443,WAYLAND 443,WAYLAND 443-1,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 S,WAYLAND 443,WAYLAND 443,WAYLAND 443-2,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 S,WAYLAND 445,WAYLAND 445,WAYLAND 445-1,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 S,WAYLAND 445,WAYLAND 445,WAYLAND 445-2,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 S,WAYLAND 446,WAYLAND 446,WAYLAND 446-1,Single,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 S,WAYLAND 448,WAYLAND 448,WAYLAND 448-1,Single,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 S,WAYLAND 449,WAYLAND 449,WAYLAND 449-1,Single,,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 10,YO 10 FL 3,YO 10 340,YO 10 340 341,YO 10 340 341-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 10,YO 10 FL 3,YO 10 340,YO 10 340 342,YO 10 340 342-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 10,YO 10 FL 3,YO 10 340,YO 10 340 343,YO 10 340 343-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 10,YO 10 FL 3,YO 10 340,YO 10 340 344,YO 10 340 344-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 10,YO 10 FL 4,YO 10 420,YO 10 420 421,YO 10 420 421-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable),Room Gender,Room Profile
YOUNG ORCHARD 10,YO 10 FL 4,YO 10 420,YO 10 420 422,YO 10 420 422-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 10,YO 10 FL 4,YO 10 420,YO 10 420 423,YO 10 420 423-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 10,YO 10 FL 4,YO 10 420,YO 10 420 424,YO 10 420 424-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 220,YO 2 220 221,YO 2 220 221-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 220,YO 2 220 222,YO 2 220 222-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 220,YO 2 220 223,YO 2 220 223-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 220,YO 2 220 224,YO 2 220 224-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 230,YO 2 230 231,YO 2 230 231-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 230,YO 2 230 232,YO 2 230 232-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 230,YO 2 230 233,YO 2 230 233-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 230,YO 2 230 234,YO 2 230 234-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 240,YO 2 240 241,YO 2 240 241-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 240,YO 2 240 242,YO 2 240 242-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 240,YO 2 240 243,YO 2 240 243-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 240,YO 2 240 244,YO 2 240 244-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 2,YO 4 230,YO 4 230 231,YO 4 230 231-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 2,YO 4 230,YO 4 230 232,YO 4 230 232-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 2,YO 4 230,YO 4 230 233,YO 4 230 233-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 2,YO 4 230,YO 4 230 234,YO 4 230 234-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 3,YO 4 310,YO 4 310 311,YO 4 310 311-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 3,YO 4 310,YO 4 310 312,YO 4 310 312-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 3,YO 4 310,YO 4 310 313,YO 4 310 313-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 3,YO 4 310,YO 4 310 314,YO 4 310 314-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 4,YO 4 420,YO 4 420 421,YO 4 420 421-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 4,YO 4 420,YO 4 420 422,YO 4 420 422-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 4,YO 4 420,YO 4 420 423,YO 4 420 423-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 4,YO 4 420,YO 4 420 424,YO 4 420 424-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
